Recency,Frequency,Monetary,Model K = 2,Model K = 3,Model K = 4,Model K = 5
736,1,118854,0,2,2,2
771,1,111744,0,2,2,2
695,1,109598,1,1,3,3
791,1,115200,0,0,0,0
763,1,112617,0,2,2,2
686,1,112147,1,1,3,3
749,1,564975,0,2,2,2
764,1,112617,0,2,2,2
663,1,112147,1,1,1,1
676,1,88358,1,1,3,3
761,1,112995,0,2,2,2
687,1,112147,1,1,3,3
699,1,109598,1,1,3,4
655,1,112147,1,1,1,1
693,1,219197,1,1,3,3
663,1,112147,1,1,1,1
770,1,113104,0,2,2,2
683,1,112147,1,1,3,3
760,1,112995,0,2,2,2
785,1,114475,0,0,0,0
768,1,112617,0,2,2,2
712,1,109598,1,2,3,4
735,1,107973,0,2,2,2
746,1,10881,0,2,2,2
779,1,114475,0,0,0,0
679,1,112147,1,1,3,3
761,1,123179,0,2,2,2
790,1,114475,0,0,0,0
799,1,120000,0,0,0,0
674,1,112147,1,1,1,1
694,1,109598,1,1,3,3
656,1,112147,1,1,1,1
783,1,114475,0,0,0,0
694,1,119935,1,1,3,3
791,1,20000,0,0,0,0
670,1,112147,1,1,1,1
785,1,114475,0,0,0,0
674,2,235339,1,1,3,3
728,1,109598,1,2,2,4
780,1,124384,0,0,0,0
679,1,112147,1,1,3,3
719,1,11045,1,2,2,4
754,1,112995,0,2,2,2
783,1,124384,0,0,0,0
723,1,114696,1,2,2,4
798,1,121664,0,0,0,0
681,1,112147,1,1,3,3
766,1,112617,0,2,2,2
784,1,114475,0,0,0,0
648,1,110873,1,1,1,1
663,1,112147,1,1,1,1
757,1,183954,0,2,2,2
774,1,111744,0,0,0,0
724,1,114696,1,2,2,4
757,1,183954,0,2,2,2
663,1,112147,1,1,1,1
683,1,112147,1,1,3,3
732,2,709255,0,2,2,2
757,1,10323,0,2,2,2
663,1,112147,1,1,1,1
680,1,112147,1,1,3,3
687,1,11045,1,1,3,3
679,1,112147,1,1,3,3
653,2,336441,1,1,1,1
707,1,109598,1,1,3,4
680,1,112147,1,1,3,3
760,1,112995,0,2,2,2
679,1,112147,1,1,3,3
663,1,134237,1,1,1,1
785,1,115835,0,0,0,0
670,1,112147,1,1,1,1
783,1,114475,0,0,0,0
666,1,112147,1,1,1,1
677,1,33134,1,1,3,3
755,1,112995,0,2,2,2
785,1,114475,0,0,0,0
666,1,224294,1,1,1,1
779,1,114475,0,0,0,0
689,1,112147,1,1,3,3
654,1,112147,1,1,1,1
668,1,112147,1,1,1,1
648,1,110873,1,1,1,1
738,1,107973,0,2,2,2
728,1,109598,1,2,2,4
688,1,112147,1,1,3,3
774,1,111744,0,0,0,0
803,1,120000,0,0,0,0
762,1,112995,0,2,2,2
763,1,114097,0,2,2,2
660,1,112147,1,1,1,1
703,1,119935,1,1,3,4
794,1,60000,0,0,0,0
684,1,112147,1,1,3,3
660,1,112147,1,1,1,1
705,1,219197,1,2,3,4
654,1,112147,1,1,1,1
663,1,112147,1,1,1,1
767,1,114097,0,2,2,2
666,1,112147,1,1,1,1
760,1,112995,0,2,2,2
729,1,109598,1,2,2,4
685,1,112147,1,1,3,3
650,1,112147,1,1,1,1
688,1,112147,1,1,3,3
665,1,112147,1,1,1,1
784,1,114475,0,0,0,0
716,1,109598,1,2,2,4
786,1,114475,0,0,0,0
755,1,112995,0,2,2,2
695,1,109598,1,1,3,3
687,1,112147,1,1,3,3
772,1,111744,0,0,0,0
757,1,183954,0,2,2,2
721,2,331344,1,2,2,4
780,1,114475,0,0,0,0
688,1,123192,1,1,3,3
701,1,109598,1,1,3,4
663,1,112147,1,1,1,1
670,1,112147,1,1,1,1
718,1,119935,1,2,2,4
686,1,224294,1,1,3,3
722,2,365894,1,2,2,4
657,1,112147,1,1,1,1
688,1,112147,1,1,3,3
679,1,112147,1,1,3,3
760,1,112995,0,2,2,2
791,1,125200,0,0,0,0
784,1,114475,0,0,0,0
690,1,112147,1,1,3,3
804,1,120000,0,0,0,0
735,1,107973,0,2,2,2
687,1,112147,1,1,3,3
783,1,114475,0,0,0,0
786,1,114475,0,0,0,0
727,1,109598,1,2,2,4
718,1,219197,1,2,2,4
657,1,112147,1,1,1,1
673,1,123192,1,1,1,1
760,1,112995,0,2,2,2
761,1,112995,0,2,2,2
672,1,112147,1,1,1,1
764,1,112617,0,2,2,2
668,1,112147,1,1,1,1
711,1,140609,1,2,3,4
673,1,134237,1,1,1,1
761,1,112995,0,2,2,2
775,1,111744,0,0,0,0
770,1,111744,0,2,2,2
769,1,112617,0,2,2,2
691,1,119935,1,1,3,3
775,1,112617,0,0,0,0
760,1,112995,0,2,2,2
789,1,114475,0,0,0,0
669,1,112147,1,1,1,1
784,1,114475,0,0,0,0
671,1,123192,1,1,1,1
650,1,112147,1,1,1,1
761,1,112995,0,2,2,2
780,1,49546,0,0,0,0
762,1,112995,0,2,2,2
675,1,246384,1,1,3,3
765,1,112617,0,2,2,2
664,1,112147,1,1,1,1
663,1,134237,1,1,1,1
782,1,114475,0,0,0,0
757,1,20646,0,2,2,2
769,1,124406,0,2,2,2
688,1,112147,1,1,3,3
760,1,225990,0,2,2,2
659,1,112147,1,1,1,1
650,1,112147,1,1,1,1
665,1,112147,1,1,1,1
798,1,121600,0,0,0,0
673,1,98147,1,1,1,1
780,2,234475,0,0,0,0
658,1,123192,1,1,1,1
736,2,232357,0,2,2,2
687,1,112147,1,1,3,3
762,1,133362,0,2,2,2
663,1,112147,1,1,1,1
685,1,112147,1,1,3,3
769,1,122366,0,2,2,2
688,1,112147,1,1,3,3
749,1,21762,0,2,2,2
729,1,109598,1,2,2,4
726,1,11045,1,2,2,4
683,1,123192,1,1,3,3
664,1,112147,1,1,1,1
673,1,123192,1,1,1,1
700,1,109598,1,1,3,4
669,1,112147,1,1,1,1
769,1,122366,0,2,2,2
718,1,109598,1,2,2,4
726,1,109598,1,2,2,4
763,1,112617,0,2,2,2
713,1,109598,1,2,2,4
674,1,112147,1,1,1,1
760,1,112995,0,2,2,2
686,1,224294,1,1,3,3
763,1,112617,0,2,2,2
658,1,112147,1,1,1,1
665,1,112147,1,1,1,1
709,1,109598,1,2,3,4
661,1,112147,1,1,1,1
761,1,133362,0,2,2,2
774,1,113104,0,0,0,0
673,1,119192,1,1,1,1
672,1,112147,1,1,1,1
761,1,187860,0,2,2,2
760,1,112995,0,2,2,2
664,1,112147,1,1,1,1
673,1,98147,1,1,1,1
688,1,112147,1,1,3,3
690,1,33134,1,1,3,3
762,1,112995,0,2,2,2
680,1,11045,1,1,3,3
666,1,123192,1,1,1,1
734,1,109598,0,2,2,4
733,2,232777,0,2,2,2
724,1,188894,1,2,2,4
679,1,123192,1,1,3,3
735,1,107973,0,2,2,2
761,1,112995,0,2,2,2
759,1,112995,0,2,2,2
671,1,112147,1,1,1,1
785,1,114475,0,0,0,0
770,1,9748,0,2,2,2
789,1,114475,0,0,0,0
680,1,112147,1,1,3,3
699,1,109598,1,1,3,4
732,1,109598,0,2,2,4
649,1,110873,1,1,1,1
664,1,112147,1,1,1,1
726,1,109598,1,2,2,4
773,1,111744,0,0,0,0
693,1,109598,1,1,3,3
752,1,112995,0,2,2,2
761,1,112995,0,2,2,2
664,1,112147,1,1,1,1
760,1,112995,0,2,2,2
806,1,120000,0,0,0,0
791,1,126600,0,0,0,0
663,1,112147,1,1,1,1
734,1,109598,0,2,2,4
677,1,112147,1,1,3,3
694,1,109598,1,1,3,3
729,1,109598,1,2,2,4
780,1,19819,0,0,0,0
789,1,115915,0,0,0,0
756,1,209250,0,2,2,2
761,1,112995,0,2,2,2
762,1,112995,0,2,2,2
669,1,112147,1,1,1,1
689,1,123192,1,1,3,3
663,1,11045,1,1,1,1
650,1,112147,1,1,1,1
690,1,336442,1,1,3,3
689,1,224294,1,1,3,3
666,1,112147,1,1,1,1
752,2,451224,0,2,2,2
728,1,120643,1,2,2,4
738,1,186093,0,2,2,2
687,1,112147,1,1,3,3
760,1,112995,0,2,2,2
789,1,115995,0,0,0,0
714,1,109598,1,2,2,4
718,2,333672,1,2,2,4
800,1,50000,0,0,0,0
688,1,112147,1,1,3,3
729,1,210984,1,2,2,4
761,1,112995,0,2,2,2
789,1,144202,0,0,0,0
727,1,142733,1,2,2,4
780,1,115715,0,0,0,0
732,1,109598,0,2,2,4
785,1,114475,0,0,0,0
665,1,112147,1,1,1,1
766,1,113177,0,2,2,2
668,2,224294,1,1,1,1
789,1,124384,0,0,0,0
794,1,130000,0,0,0,0
688,1,112147,1,1,3,3
687,1,112147,1,1,3,3
650,1,112147,1,1,1,1
761,1,221340,0,2,2,2
721,1,112147,1,2,2,4
667,1,112147,1,1,1,1
770,1,111744,0,2,2,2
663,1,33134,1,1,1,1
663,1,112147,1,1,1,1
694,1,109598,1,1,3,3
669,1,112147,1,1,1,1
783,1,19819,0,0,0,0
701,1,109598,1,1,3,4
780,1,114475,0,0,0,0
789,1,114475,0,0,0,0
728,1,109598,1,2,2,4
688,1,134237,1,1,3,3
672,1,112147,1,1,1,1
668,1,224294,1,1,1,1
656,1,112147,1,1,1,1
774,1,111744,0,0,0,0
690,1,112147,1,1,3,3
662,1,112147,1,1,1,1
785,1,114475,0,0,0,0
761,1,112995,0,2,2,2
663,1,112147,1,1,1,1
688,1,112147,1,1,3,3
672,1,112147,1,1,1,1
687,1,110448,1,1,3,3
666,1,112147,1,1,1,1
669,1,112147,1,1,1,1
782,1,114475,0,0,0,0
754,1,123876,0,2,2,2
766,1,112617,0,2,2,2
663,1,112147,1,1,1,1
733,1,109598,0,2,2,4
670,1,112147,1,1,1,1
772,1,133353,0,2,2,2
791,1,115200,0,0,0,0
669,1,112147,1,1,1,1
762,1,266817,0,2,2,2
689,1,112147,1,1,3,3
710,1,31010,1,2,3,4
761,1,123179,0,2,2,2
731,2,222593,1,2,2,4
665,1,112147,1,1,1,1
706,2,212494,1,2,3,4
671,1,112147,1,1,1,1
780,1,114475,0,0,0,0
760,1,112995,0,2,2,2
674,1,112147,1,1,1,1
680,1,112147,1,1,3,3
669,1,224294,1,1,3,3
687,1,112147,1,1,3,3
751,1,186093,0,2,2,2
741,2,162835,0,2,2,2
798,1,226560,0,0,0,0
666,1,112147,1,1,1,1
761,1,112995,0,2,2,2
652,1,112147,1,1,1,1
681,1,112147,1,1,3,3
655,1,112147,1,1,1,1
668,1,112147,1,1,1,1
749,1,10881,0,2,2,2
662,1,112147,1,1,1,1
785,1,9909,0,0,0,0
680,1,112147,1,1,3,3
785,1,115835,0,0,0,0
739,1,32643,0,2,2,2
760,1,112995,0,2,2,2
786,1,114475,0,0,0,0
673,1,104147,1,1,1,1
786,1,99980,0,0,0,0
685,1,112147,1,1,3,3
673,1,112147,1,1,1,1
666,1,112147,1,1,1,1
656,1,112147,1,1,1,1
669,1,112147,1,1,1,1
762,1,123179,0,2,2,2
733,1,109598,0,2,2,4
669,1,112147,1,1,1,1
663,1,123192,1,1,1,1
787,1,59899,0,0,0,0
773,1,88831,0,0,0,0
663,1,112147,1,1,1,1
654,1,112147,1,1,1,1
789,1,59899,0,0,0,0
757,1,183954,0,2,2,2
677,1,112147,1,1,3,3
784,1,114475,0,0,0,0
763,2,227092,0,2,2,2
784,1,124384,0,0,0,0
679,1,112147,1,1,3,3
687,1,112147,1,1,3,3
791,1,116440,0,0,0,0
658,1,224294,1,1,1,1
798,1,225000,0,0,0,0
770,1,112617,0,2,2,2
760,1,112995,0,2,2,2
800,1,120000,0,0,0,0
668,1,112147,1,1,1,1
697,1,109598,1,1,3,4
663,1,112147,1,1,1,1
673,1,112147,1,1,1,1
748,1,186093,0,2,2,2
690,1,112147,1,1,3,3
680,1,224294,1,1,3,3
679,1,11045,1,1,3,3
