Recency,Frequency,Monetary,Recency_Norm,Frequency_Norm,Monetary_Norm,Model K = 2,Model K = 3,Model K = 4,Model K = 5
776,1,113977,0.7901234567901234,0.0,0.04401424495703497,0,0,0,0
733,1,109598,0.5246913580246915,0.0,0.042323216252411616,0,2,2,2
674,1,112147,0.16049382716049365,0.0,0.04330755792130518,1,1,3,3
664,1,112147,0.09876543209876498,0.0,0.04330755792130518,1,1,1,1
727,1,109598,0.48765432098765427,0.0,0.042323216252411616,1,2,2,4
654,1,123192,0.0370370370370372,0.0,0.047572781041324584,1,1,1,1
786,1,115955,0.8518518518518512,0.0,0.04477808482406968,0,0,0,0
760,1,221340,0.6913580246913575,0.0,0.08547437622318643,0,2,2,2
761,1,112995,0.6975308641975309,0.0,0.04363502819797123,0,2,2,2
664,1,123192,0.09876543209876498,0.0,0.047572781041324584,1,1,1,1
710,1,109598,0.382716049382716,0.0,0.042323216252411616,1,2,3,4
759,1,112995,0.6851851851851851,0.0,0.04363502819797123,0,2,2,2
789,1,9909,0.8703703703703702,0.0,0.0038265365229762103,0,0,0,0
680,1,112147,0.19753086419753085,0.0,0.04330755792130518,1,1,3,3
689,1,224294,0.2530864197530862,0.0,0.08661511584261036,1,1,3,3
658,1,123192,0.06172839506172778,0.0,0.047572781041324584,1,1,1,1
692,1,109598,0.27160493827160437,0.0,0.042323216252411616,1,1,3,3
693,1,10337,0.2777777777777777,0.0,0.0039918163324255814,1,1,3,3
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
791,1,117760,0.882716049382716,0.0,0.045475117665322286,0,0,0,0
664,1,134237,0.09876543209876498,0.0,0.05183800416134399,1,1,1,1
669,1,112147,0.12962962962962976,0.0,0.04330755792130518,1,1,1,1
698,1,109598,0.30864197530864157,0.0,0.042323216252411616,1,1,3,3
726,1,11045,0.48148148148148096,0.0,0.004265223120019401,1,2,2,4
757,1,183954,0.6728395061728394,0.0,0.07103710763422806,0,2,2,2
688,1,112147,0.2469135802469129,0.0,0.04330755792130518,1,1,3,3
689,1,112147,0.2530864197530862,0.0,0.04330755792130518,1,1,3,3
664,1,112147,0.09876543209876498,0.0,0.04330755792130518,1,1,1,1
759,1,10741,0.6851851851851851,0.0,0.004147828115176857,0,2,2,2
648,1,110873,0.0,0.0,0.04281558017074794,1,1,1,1
673,1,95147,0.15432098765432034,0.0,0.036742705676820815,1,1,3,3
665,1,112147,0.1049382716049383,0.0,0.04330755792130518,1,1,1,1
678,1,134237,0.18518518518518512,0.0,0.05183800416134399,1,1,3,3
688,1,112147,0.2469135802469129,0.0,0.04330755792130518,1,1,3,3
673,1,112147,0.15432098765432034,0.0,0.04330755792130518,1,1,3,3
688,1,112147,0.2469135802469129,0.0,0.04330755792130518,1,1,3,3
657,1,112147,0.05555555555555536,0.0,0.04330755792130518,1,1,1,1
660,1,112147,0.07407407407407351,0.0,0.04330755792130518,1,1,1,1
749,1,112995,0.6234567901234565,0.0,0.04363502819797123,0,2,2,2
759,1,112995,0.6851851851851851,0.0,0.04363502819797123,0,2,2,2
667,1,112147,0.11728395061728403,0.0,0.04330755792130518,1,1,1,1
699,1,109598,0.3148148148148149,0.0,0.042323216252411616,1,1,3,3
689,1,112147,0.2530864197530862,0.0,0.04330755792130518,1,1,3,3
706,1,219197,0.3580246913580245,0.0,0.08464681867260232,1,2,3,4
704,1,109598,0.34567901234567877,0.0,0.042323216252411616,1,1,3,4
659,1,112147,0.06790123456790109,0.0,0.04330755792130518,1,1,1,1
764,1,127167,0.716049382716049,0.0,0.04910779796319666,0,2,2,2
672,1,112147,0.14814814814814792,0.0,0.04330755792130518,1,1,3,3
730,1,109598,0.5061728395061724,0.0,0.042323216252411616,1,2,2,4
803,1,120000,0.9567901234567895,0.0,0.04634013349047787,0,0,0,0
682,1,112147,0.2098765432098766,0.0,0.04330755792130518,1,1,3,3
649,1,254880,0.006172839506172423,0.0,0.098426443533775,1,1,1,1
763,1,195261,0.7098765432098766,0.0,0.07540350671236834,0,2,2,2
672,1,112147,0.14814814814814792,0.0,0.04330755792130518,1,1,3,3
741,2,480903,0.5740740740740735,0.045454545454545456,0.18570924346642734,0,2,2,2
679,1,112147,0.19135802469135754,0.0,0.04330755792130518,1,1,3,3
761,1,112995,0.6975308641975309,0.0,0.04363502819797123,0,2,2,2
755,1,181443,0.6604938271604937,0.0,0.07006744034093981,0,2,2,2
661,1,112147,0.08024691358024683,0.0,0.04330755792130518,1,1,1,1
652,1,112147,0.024691358024691468,0.0,0.04330755792130518,1,1,1,1
800,1,121720,0.9382716049382713,0.0,0.047004342070508055,0,0,0,0
759,1,13950,0.6851851851851851,0.0,0.005387040518268053,0,2,2,2
661,1,112147,0.08024691358024683,0.0,0.04330755792130518,1,1,1,1
720,1,112147,0.44444444444444464,0.0,0.04330755792130518,1,2,2,4
785,1,124384,0.8456790123456788,0.0,0.048033093033996666,0,0,0,0
726,1,109598,0.48148148148148096,0.0,0.042323216252411616,1,2,2,4
661,1,112147,0.08024691358024683,0.0,0.04330755792130518,1,1,1,1
723,1,112147,0.4629629629629628,0.0,0.04330755792130518,1,2,2,4
762,1,112995,0.7037037037037033,0.0,0.04363502819797123,0,2,2,2
757,1,194277,0.6728395061728394,0.0,0.07502351761774642,0,2,2,2
684,1,560736,0.22222222222222232,0.0,0.216538175774305,1,1,3,3
680,1,112147,0.19753086419753085,0.0,0.04330755792130518,1,1,3,3
703,1,140609,0.33950617283950635,0.0,0.05429866524968836,1,1,3,4
704,1,109598,0.34567901234567877,0.0,0.042323216252411616,1,1,3,4
717,1,109598,0.4259259259259256,0.0,0.042323216252411616,1,2,2,4
785,1,114475,0.8456790123456788,0.0,0.044206556511020456,0,0,0,0
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
670,1,112147,0.13580246913580218,0.0,0.04330755792130518,1,1,1,1
656,1,112147,0.049382716049382935,0.0,0.04330755792130518,1,1,1,1
779,1,114475,0.8086419753086416,0.0,0.044206556511020456,0,0,0,0
772,1,111744,0.765432098765432,0.0,0.043151932306333,0,2,2,2
666,1,112147,0.11111111111111072,0.0,0.04330755792130518,1,1,1,1
715,1,109598,0.41358024691357986,0.0,0.042323216252411616,1,2,2,4
729,1,120643,0.5,0.0,0.04658843937243102,1,2,2,4
757,1,20646,0.6728395061728394,0.0,0.007972819967036719,0,2,2,2
656,1,224294,0.049382716049382935,0.0,0.08661511584261036,1,1,1,1
718,1,109598,0.4320987654320989,0.0,0.042323216252411616,1,2,2,4
668,1,112147,0.12345679012345645,0.0,0.04330755792130518,1,1,1,1
784,1,197299,0.8395061728395063,0.0,0.07619051664614829,0,0,0,0
773,1,252733,0.7716049382716044,0.0,0.09759734131207454,0,2,2,2
670,1,134237,0.13580246913580218,0.0,0.05183800416134399,1,1,1,1
670,1,112147,0.13580246913580218,0.0,0.04330755792130518,1,1,1,1
780,1,114475,0.8148148148148149,0.0,0.044206556511020456,0,0,0,0
759,1,112995,0.6851851851851851,0.0,0.04363502819797123,0,2,2,2
659,1,112147,0.06790123456790109,0.0,0.04330755792130518,1,1,1,1
664,1,112147,0.09876543209876498,0.0,0.04330755792130518,1,1,1,1
791,1,220000,0.882716049382716,0.0,0.08495691139920944,0,0,0,0
666,1,33134,0.11111111111111072,0.0,0.012795283192279116,1,1,1,1
685,1,112147,0.22839506172839474,0.0,0.04330755792130518,1,1,3,3
679,1,123192,0.19135802469135754,0.0,0.047572781041324584,1,1,3,3
655,1,112147,0.043209876543209624,0.0,0.04330755792130518,1,1,1,1
648,1,122059,0.0,0.0,0.04713525294761865,1,1,1,1
717,1,109598,0.4259259259259256,0.0,0.042323216252411616,1,2,2,4
660,1,112147,0.07407407407407351,0.0,0.04330755792130518,1,1,1,1
786,1,49990,0.8518518518518512,0.0,0.019304527276574907,0,0,0,0
651,1,112147,0.018518518518518157,0.0,0.04330755792130518,1,1,1,1
671,1,112147,0.1419753086419755,0.0,0.04330755792130518,1,1,1,1
688,1,112147,0.2469135802469129,0.0,0.04330755792130518,1,1,3,3
688,1,112147,0.2469135802469129,0.0,0.04330755792130518,1,1,3,3
688,1,112147,0.2469135802469129,0.0,0.04330755792130518,1,1,3,3
685,1,123192,0.22839506172839474,0.0,0.047572781041324584,1,1,3,3
775,1,122172,0.7839506172839501,0.0,0.04717888990665552,0,0,0,0
726,1,120643,0.48148148148148096,0.0,0.04658843937243102,1,2,2,4
767,1,114097,0.734567901234568,0.0,0.04406058509052545,0,2,2,2
784,1,114475,0.8395061728395063,0.0,0.044206556511020456,0,0,0,0
777,1,123846,0.7962962962962958,0.0,0.04782533476884769,0,0,0,0
697,1,109598,0.30246913580246915,0.0,0.042323216252411616,1,1,3,3
694,1,109598,0.2839506172839501,0.0,0.042323216252411616,1,1,3,3
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
650,1,112147,0.012345679012345734,0.0,0.04330755792130518,1,1,1,1
761,1,112995,0.6975308641975309,0.0,0.04363502819797123,0,2,2,2
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
762,1,213900,0.7037037037037033,0.0,0.0826012879467768,0,2,2,2
689,1,123192,0.2530864197530862,0.0,0.047572781041324584,1,1,3,3
725,1,114696,0.47530864197530853,0.0,0.044291899590198754,1,2,2,4
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
786,1,114475,0.8518518518518512,0.0,0.044206556511020456,0,0,0,0
784,1,253747,0.8395061728395063,0.0,0.09798891544006907,0,0,0,0
662,1,112147,0.08641975308641925,0.0,0.04330755792130518,1,1,1,1
761,1,112995,0.6975308641975309,0.0,0.04363502819797123,0,2,2,2
680,1,112147,0.19753086419753085,0.0,0.04330755792130518,1,1,3,3
757,1,183954,0.6728395061728394,0.0,0.07103710763422806,0,2,2,2
669,1,112147,0.12962962962962976,0.0,0.04330755792130518,1,1,1,1
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
701,1,109598,0.3271604938271606,0.0,0.042323216252411616,1,1,3,4
772,1,19497,0.765432098765432,0.0,0.0075291131888653925,0,2,2,2
765,1,127167,0.7222222222222223,0.0,0.04910779796319666,0,2,2,2
648,1,110873,0.0,0.0,0.04281558017074794,1,1,1,1
672,1,112147,0.14814814814814792,0.0,0.04330755792130518,1,1,3,3
786,1,114475,0.8518518518518512,0.0,0.044206556511020456,0,0,0,0
773,1,113104,0.7716049382716044,0.0,0.04367712048589174,0,2,2,2
687,1,112147,0.24074074074074048,0.0,0.04330755792130518,1,1,3,3
800,1,225000,0.9382716049382713,0.0,0.08688775029464602,0,0,0,0
666,1,112147,0.11111111111111072,0.0,0.04330755792130518,1,1,1,1
649,1,110873,0.006172839506172423,0.0,0.04281558017074794,1,1,1,1
678,1,112147,0.18518518518518512,0.0,0.04330755792130518,1,1,3,3
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
702,1,109598,0.33333333333333304,0.0,0.042323216252411616,1,1,3,4
704,1,109598,0.34567901234567877,0.0,0.042323216252411616,1,1,3,4
761,1,187860,0.6975308641975309,0.0,0.07254547897934312,0,2,2,2
681,1,112147,0.20370370370370328,0.0,0.04330755792130518,1,1,3,3
726,1,44179,0.48148148148148096,0.0,0.017060506312298516,1,2,2,4
704,1,109598,0.34567901234567877,0.0,0.042323216252411616,1,1,3,4
668,1,112147,0.12345679012345645,0.0,0.04330755792130518,1,1,1,1
716,1,219197,0.4197530864197532,0.0,0.08464681867260232,1,2,2,4
669,1,112147,0.12962962962962976,0.0,0.04330755792130518,1,1,1,1
679,1,112147,0.19135802469135754,0.0,0.04330755792130518,1,1,3,3
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
673,1,94147,0.15432098765432034,0.0,0.0363565378977335,1,1,3,3
660,1,112147,0.07407407407407351,0.0,0.04330755792130518,1,1,1,1
728,1,109598,0.4938271604938267,0.0,0.042323216252411616,1,2,2,4
785,1,114475,0.8456790123456788,0.0,0.044206556511020456,0,0,0,0
679,1,112147,0.19135802469135754,0.0,0.04330755792130518,1,1,3,3
657,1,112147,0.05555555555555536,0.0,0.04330755792130518,1,1,1,1
673,1,112147,0.15432098765432034,0.0,0.04330755792130518,1,1,3,3
759,1,192510,0.6851851851851851,0.0,0.07434115915209913,0,2,2,2
757,1,112995,0.6728395061728394,0.0,0.04363502819797123,0,2,2,2
763,1,112617,0.7098765432098766,0.0,0.04348905677747622,0,2,2,2
791,1,115200,0.882716049382716,0.0,0.04448652815085876,0,0,0,0
758,1,10741,0.6790123456790118,0.0,0.004147828115176857,0,2,2,2
779,1,114475,0.8086419753086416,0.0,0.044206556511020456,0,0,0,0
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
762,1,112995,0.7037037037037033,0.0,0.04363502819797123,0,2,2,2
779,1,115835,0.8086419753086416,0.0,0.0447317446905792,0,0,0,0
654,1,112147,0.0370370370370372,0.0,0.04330755792130518,1,1,1,1
761,1,187860,0.6975308641975309,0.0,0.07254547897934312,0,2,2,2
758,1,112995,0.6790123456790118,0.0,0.04363502819797123,0,2,2,2
671,1,112147,0.1419753086419755,0.0,0.04330755792130518,1,1,1,1
688,1,112147,0.2469135802469129,0.0,0.04330755792130518,1,1,3,3
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
680,1,224294,0.19753086419753085,0.0,0.08661511584261036,1,1,3,3
799,1,120000,0.9320987654320989,0.0,0.04634013349047787,0,0,0,0
678,1,167371,0.18518518518518512,0.0,0.0646332873536231,1,1,3,3
721,1,112147,0.45061728395061706,0.0,0.04330755792130518,1,2,2,4
671,1,112147,0.1419753086419755,0.0,0.04330755792130518,1,1,1,1
771,1,111744,0.7592592592592586,0.0,0.043151932306333,0,2,2,2
757,1,112995,0.6728395061728394,0.0,0.04363502819797123,0,2,2,2
795,1,120000,0.9074074074074074,0.0,0.04634013349047787,0,0,0,0
783,1,29728,0.833333333333333,0.0,0.011479995736707719,0,0,0,0
648,1,110873,0.0,0.0,0.04281558017074794,1,1,1,1
699,1,109598,0.3148148148148149,0.0,0.042323216252411616,1,1,3,3
694,1,109598,0.2839506172839501,0.0,0.042323216252411616,1,1,3,3
757,1,183954,0.6728395061728394,0.0,0.07103710763422806,0,2,2,2
714,1,109598,0.40740740740740744,0.0,0.042323216252411616,1,2,3,4
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
695,1,109598,0.2901234567901234,0.0,0.042323216252411616,1,1,3,3
714,1,41347,0.40740740740740744,0.0,0.01596687916192324,1,2,3,4
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
672,1,112147,0.14814814814814792,0.0,0.04330755792130518,1,1,3,3
788,1,114475,0.8641975308641969,0.0,0.044206556511020456,0,0,0,0
797,1,121520,0.9197530864197532,0.0,0.04692710851469059,0,0,0,0
798,1,170680,0.9259259259259256,0.0,0.06591111653462303,0,0,0,0
648,1,110873,0.0,0.0,0.04281558017074794,1,1,1,1
689,1,123192,0.2530864197530862,0.0,0.047572781041324584,1,1,3,3
786,2,344149,0.8518518518518512,0.045454545454545456,0.1328992550051206,0,0,0,0
680,1,112147,0.19753086419753085,0.0,0.04330755792130518,1,1,3,3
718,1,109598,0.4320987654320989,0.0,0.042323216252411616,1,2,2,4
752,1,186093,0.6419753086419746,0.0,0.07186312051369582,0,2,2,2
757,1,20646,0.6728395061728394,0.0,0.007972819967036719,0,2,2,2
761,1,112995,0.6975308641975309,0.0,0.04363502819797123,0,2,2,2
791,1,375200,0.882716049382716,0.0,0.14489015071356082,0,0,0,0
727,1,109598,0.48765432098765427,0.0,0.042323216252411616,1,2,2,4
689,1,112147,0.2530864197530862,0.0,0.04330755792130518,1,1,3,3
680,1,112147,0.19753086419753085,0.0,0.04330755792130518,1,1,3,3
667,1,112147,0.11728395061728403,0.0,0.04330755792130518,1,1,1,1
730,1,109598,0.5061728395061724,0.0,0.042323216252411616,1,2,2,4
673,1,112147,0.15432098765432034,0.0,0.04330755792130518,1,1,3,3
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
676,1,112147,0.17283950617283939,0.0,0.04330755792130518,1,1,3,3
680,1,112147,0.19753086419753085,0.0,0.04330755792130518,1,1,3,3
672,1,134237,0.14814814814814792,0.0,0.05183800416134399,1,1,3,3
662,1,112147,0.08641975308641925,0.0,0.04330755792130518,1,1,1,1
757,1,183954,0.6728395061728394,0.0,0.07103710763422806,0,2,2,2
671,1,112147,0.1419753086419755,0.0,0.04330755792130518,1,1,1,1
680,1,112147,0.19753086419753085,0.0,0.04330755792130518,1,1,3,3
770,1,113264,0.7530864197530862,0.0,0.043738907330545716,0,2,2,2
680,1,112147,0.19753086419753085,0.0,0.04330755792130518,1,1,3,3
704,1,109598,0.34567901234567877,0.0,0.042323216252411616,1,1,3,4
757,1,183954,0.6728395061728394,0.0,0.07103710763422806,0,2,2,2
662,1,33134,0.08641975308641925,0.0,0.012795283192279116,1,1,1,1
780,1,124384,0.8148148148148149,0.0,0.048033093033996666,0,0,0,0
791,1,200000,0.882716049382716,0.0,0.07723355581746312,0,0,0,0
759,1,215760,0.6851851851851851,0.0,0.08331956001587922,0,2,2,2
678,1,112147,0.18518518518518512,0.0,0.04330755792130518,1,1,3,3
